Electoral district name,Political affiliation,Given name,Surname,Votes obtained,% Votes obtained,Rejected ballots,Total number of ballots cast
Beaches--East York,Liberal,Nate,Erskine-Smith,39801,67.7,0,58753
Beaches--East York,Independent,Diane,Joseph,161,0.3,0,58753
Beaches--East York,Green Party,Jack,Pennings,755,1.3,0,58753
Beaches--East York,Conservative,Jocelyne,Poirier,13825,23.5,0,58753
Beaches--East York,Communist,Elizabeth,Rowley,146,0.2,0,58753
Beaches--East York,Marxist-Leninist,Steve,Rutchinski,38,0.1,0,58753
Bowmanville--Oshawa North,United Party of Canada (UP),Clint,Cole,144,0.2,0,70802
Bowmanville--Oshawa North,Green Party,Julie,Dietrich,584,0.8,0,70802
Bowmanville--Oshawa North,Liberal,Bridget,Girard,32213,45.5,0,70802
Bowmanville--Oshawa North,Independent,Pranay,Gunti,264,0.4,0,70802
Bowmanville--Oshawa North,Centrist,Ghuzna,Imam,134,0.2,0,70802
Bowmanville--Oshawa North,Conservative,Jamil,Jivani,35237,49.8,0,70802
Bowmanville--Oshawa North,NDP-New Democratic Party,Elenor,Marano,2002,2.8,0,70802
Bowmanville--Oshawa North,Parti Rhinocéros Party,Adam,Smith,69,0.1,0,70802
Bowmanville--Oshawa North,Christian Heritage Party,Thomas,Zekveld,155,0.2,0,70802
Brampton Centre,NDP-New Democratic Party,Anil,Boodhai,1056,2.7,0,39429
Brampton Centre,Conservative,Taran,Chahal,18600,47.2,0,39429
Brampton Centre,People's Party - PPC,Harsimran Kaur,Hundal,286,0.7,0,39429
Brampton Centre,Centrist,Taha,Nazir,96,0.2,0,39429
Brampton Centre,Green Party,Ray,Shaver,451,1.1,0,39429
Brampton Centre,Liberal,Amandeep,Sodhi,18940,48,0,39429
Brampton--Chinguacousy Park,Centrist,Hafiz Muneeb,Ahmad,194,0.4,0,44014
Brampton--Chinguacousy Park,Liberal,Shafqat,Ali,21494,48.8,0,44014
Brampton--Chinguacousy Park,People's Party - PPC,Jayesh,Brahmbhatt,738,1.7,0,44014
Brampton--Chinguacousy Park,Green Party,Mike,Dancy,519,1.2,0,44014
Brampton--Chinguacousy Park,Independent,Avi,Dhaliwal,327,0.7,0,44014
Brampton--Chinguacousy Park,Conservative,Tim,Iqbal,19573,44.5,0,44014
Brampton--Chinguacousy Park,NDP-New Democratic Party,Teresa,Yeh,1169,2.7,0,44014
Brampton East,Centrist,Abdus S,Kissana,132,0.3,0,48556
Brampton East,People's Party - PPC,Jeff,Lal,2304,4.7,0,48556
Brampton East,Liberal,Maninder,Sidhu,23615,48.6,0,48556
Brampton East,Conservative,Bob Dosanjh,Singh,21686,44.7,0,48556
Brampton East,NDP-New Democratic Party,Haramrit,Singh,819,1.7,0,48556
Brampton East,Centrist,Abdus S,Kissana,132,0.3,598,49203
Brampton East,People's Party - PPC,Jeff,Lal,2305,4.7,598,49203
Brampton East,Liberal,Maninder,Sidhu,23616,48.6,598,49203
Brampton East,Conservative,Bob Dosanjh,Singh,21731,44.7,598,49203
Brampton East,NDP-New Democratic Party,Haramrit,Singh,821,1.7,598,49203
Brampton North--Caledon,People's Party - PPC,Sat,Anand,637,1.4,0,46352
Brampton North--Caledon,Conservative,Amandeep,Judge,22032,47.5,0,46352
Brampton North--Caledon,Liberal,Ruby,Sahota,22682,48.9,0,46352
Brampton North--Caledon,NDP-New Democratic Party,Ruby,Zaman,1001,2.2,0,46352
Brampton South,Conservative,Sukhdeep,Kang,21193,47.5,0,44602
Brampton South,Independent,Manmohan,Khroud,274,0.6,0,44602
Brampton South,People's Party - PPC,Vijay,Kumar,358,0.8,0,44602
Brampton South,NDP-New Democratic Party,Rajni,Sharma,777,1.7,0,44602
Brampton South,Liberal,Sonia,Sidhu,22000,49.3,0,44602
Brampton West,Conservative,Amarjeet,Gill,21112,49.8,0,42406
Brampton West,Centrist,Khawaja Amir,Hassan,94,0.2,0,42406
Brampton West,NDP-New Democratic Party,Zaigham,Javed,708,1.7,0,42406
Brampton West,Green Party,Sameera,Khan,278,0.7,0,42406
Brampton West,Liberal,Kamal,Khera,20214,47.7,0,42406
Brantford--Brant South--Six Nations,Independent,Leslie,Bory,120,0.2,0,65796
Brantford--Brant South--Six Nations,Conservative,Larry,Brock,34501,52.4,0,65796
Brantford--Brant South--Six Nations,Independent,Mike,Clancy,148,0.2,0,65796
Brantford--Brant South--Six Nations,Green Party,Karleigh,Csordas,1110,1.7,0,65796
Brantford--Brant South--Six Nations,NDP-New Democratic Party,Anne,Gajerski-Cauley,2410,3.7,0,65796
Brantford--Brant South--Six Nations,Independent,Clo,Marie,80,0.1,0,65796
Brantford--Brant South--Six Nations,Liberal,Joy,O'Donnell,27032,41.1,0,65796
Brantford--Brant South--Six Nations,People's Party - PPC,Nicholas,Xenos,395,0.6,0,65796
Bruce--Grey--Owen Sound,Green Party,Natasha,Akiwenzie,1620,2.4,0,67629
Bruce--Grey--Owen Sound,United Party of Canada (UP),Ann,Gillies,564,0.8,0,67629
Bruce--Grey--Owen Sound,NDP-New Democratic Party,Christopher,Neudorf,2212,3.3,0,67629
Bruce--Grey--Owen Sound,Conservative,Alex,Ruff,35347,52.3,0,67629
Bruce--Grey--Owen Sound,People's Party - PPC,Pavel,Smolko,1193,1.8,0,67629
Bruce--Grey--Owen Sound,Liberal,Anne Marie,Watson,26693,39.5,0,67629
Burlington,People's Party - PPC,Michael,Bator,523,0.7,0,78107
Burlington,NDP-New Democratic Party,Michael,Beauchemin,1549,2,0,78107
Burlington,Conservative,Emily,Brown,31666,40.5,0,78107
Burlington,Liberal,Karina,Gould,43593,55.8,0,78107
Burlington,Parti Rhinocéros Party,Paul,Harper,75,0.1,0,78107
Burlington,Green Party,Kyle,Hutton,596,0.8,0,78107
Burlington,Libertarian,Ocean,Marshall,105,0.1,0,78107
Burlington North--Milton West,NDP-New Democratic Party,Naveed,Ahmed,1507,2.1,0,70441
Burlington North--Milton West,Conservative,Nadeem,Akbar,31172,44.3,0,70441
Burlington North--Milton West,Liberal,Adam,Van Koeverden,37155,52.7,0,70441
Burlington North--Milton West,People's Party - PPC,Charles,Zach,607,0.9,0,70441
Cambridge,Green Party,Lux,Burgess,1051,1.6,0,65364
Cambridge,Conservative,Connie,Cody,31752,48.6,0,65364
Cambridge,Marxist-Leninist,Manuel,Couto,109,0.2,0,65364
Cambridge,Liberal,Bryan,May,30278,46.3,0,65364
Cambridge,NDP-New Democratic Party,José,de Lima,2174,3.3,0,65364
Carleton,Independent,Sana,Ahmad,40,0,0,86371
Carleton,Independent,Mélodie,Anderson,16,0,0,86371
Carleton,Independent,Marthalee,Aykroyd,9,0,0,86371
Carleton,Independent,Alex,Banks,16,0,0,86371
Carleton,Independent,Tetia,Bayoro,6,0,0,86371
Carleton,Independent,Sophie,Bearden,14,0,0,86371
Carleton,Independent,Michael,Bednarski,15,0,0,86371
Carleton,No Affiliation,Jeani,Boudreault,10,0,0,86371
Carleton,United Party of Canada (UP),Karen,Bourdeau,112,0.1,0,86371
Carleton,Independent,Alain,Bourgault,8,0,0,86371
Carleton,Independent,John,Boylan,17,0,0,86371
Carleton,Independent,Sarah,Burke,27,0,0,86371
Carleton,Independent,Line,Bélanger,7,0,0,86371
Carleton,Independent,Dante,Camarena Jimenez,4,0,0,86371
Carleton,Independent,Jenny,Cartwright,11,0,0,86371
Carleton,Independent,Jaël,Champagne Gareau,4,0,0,86371
Carleton,Independent,David,Cherniak,5,0,0,86371
Carleton,Parti Rhinocéros Party,Sébastien,CoRhino,31,0,0,86371
Carleton,Independent,Charlie,Currie,20,0,0,86371
Carleton,Independent,John,Dale,18,0,0,86371
Carleton,No Affiliation,Manon Marie Lili,Desbiens,3,0,0,86371
Carleton,Independent,Gerrit,Dogger,4,0,0,86371
Carleton,No Affiliation,Ysack,Dupont,0,0,0,86371
Carleton,Independent,Alexandra,Engering,12,0,0,86371
Carleton,Independent,Scott,Falkingham,45,0.1,0,86371
Carleton,Liberal,Bruce,Fanjoy,43900,50.8,0,86371
Carleton,Independent,Euan,Fraser Tait,17,0,0,86371
Carleton,Independent,Maria,Gabriel,10,0,0,86371
Carleton,Independent,Daniel,Gagnon,8,0,0,86371
Carleton,Independent,Pierre,Gauthier,38,0,0,86371
Carleton,Independent,Gregory,Gillis,4,0,0,86371
Carleton,Independent,Jeffrey,Goodman,12,0,0,86371
Carleton,Independent,Peter,Gorman,7,0,0,86371
Carleton,Independent,Daniel,Graham,2,0,0,86371
Carleton,Independent,Artem,Gudkov,3,0,0,86371
Carleton,Independent,Zornitsa,Halacheva,2,0,0,86371
Carleton,Independent,Anthony,Hamel,2,0,0,86371
Carleton,Independent,Blake,Hamilton,6,0,0,86371
Carleton,Independent,Robert,Harris,8,0,0,86371
Carleton,Independent,Loren,Hicks,6,0,0,86371
Carleton,No Affiliation,Kerri,Hildebrandt,3,0,0,86371
Carleton,Independent,Andrea,Hollinger,8,0,0,86371
Carleton,Independent,Trevor,Holsworth,3,0,0,86371
Carleton,Independent,Seyed,Hosseini Lavasani,13,0,0,86371
Carleton,Independent,Ryan,Huard,9,0,0,86371
Carleton,Independent,Demetrios,Karavas,2,0,0,86371
Carleton,No Affiliation,Laina,Kohler,10,0,0,86371
Carleton,Independent,Kevin,Krisa,5,0,0,86371
Carleton,No Affiliation,Krzysztof,Krzywinski,3,0,0,86371
Carleton,Independent,Dan,Kyung,35,0,0,86371
Carleton,Independent,Samuel,Lafontaine,3,0,0,86371
Carleton,Independent,Alain,Lamontagne,5,0,0,86371
Carleton,No Affiliation,Alexander,Lein,6,0,0,86371
Carleton,Independent,Charles,Lemieux,10,0,0,86371
Carleton,Independent,Connie,Lukawski,8,0,0,86371
Carleton,Marijuana Party,Danny,Légaré,37,0,0,86371
Carleton,CFP,Shawn,MacEachern,65,0.1,0,86371
Carleton,Independent,Agnieszka,Marszalek,6,0,0,86371
Carleton,Independent,Joseph,Maw,1,0,0,86371
Carleton,Independent,Donald,McKay,11,0,0,86371
Carleton,Independent,Mark,Moutter,23,0,0,86371
Carleton,No Affiliation,Christopher,Navarro-Canseco,4,0,0,86371
Carleton,Independent,Winston,Neutel,5,0,0,86371
Carleton,Independent,David,Nguyen,15,0,0,86371
Carleton,Independent,John Francis,O'Flynn,8,0,0,86371
Carleton,Independent,Sheri,Oberman,2,0,0,86371
Carleton,Independent,Lény,Painchaud,5,0,0,86371
Carleton,Independent,Lanna,Palsson,4,0,0,86371
Carleton,Independent,Guillaume,Paradis,37,0,0,86371
Carleton,Conservative,Pierre,Poilievre,39585,45.8,0,86371
Carleton,Independent,Lajos,Polya,14,0,0,86371
Carleton,Independent,Lorant,Polya,55,0.1,0,86371
Carleton,NDP-New Democratic Party,Beth,Prokaska,1222,1.4,0,86371
Carleton,Independent,Spencer,Rocchi,4,0,0,86371
Carleton,Independent,Wallace Richard,Rowat,2,0,0,86371
Carleton,Independent,Julian,Selody,7,0,0,86371
Carleton,Independent,Hakim,Sheriff,7,0,0,86371
Carleton,Independent,Roger,Sherwood,3,0,0,86371
Carleton,Independent,Yogo,Shimada,3,0,0,86371
Carleton,Independent,Michael,Skirzynski,3,0,0,86371
Carleton,Independent,Julie,St-Amand,3,0,0,86371
Carleton,Independent,Pascal,St-Amand,2,0,0,86371
Carleton,Independent,Patrick,Strzalkowski,4,0,0,86371
Carleton,Independent,Daniel,Stuckless,11,0,0,86371
Carleton,Independent,Benjamin,Teichman,2,0,0,86371
Carleton,Independent,Sarah,Thompson,9,0,0,86371
Carleton,No Affiliation,Darcy,Vanderwater,12,0,0,86371
Carleton,Independent,Elliot,Wand,5,0,0,86371
Carleton,Green Party,Mark,Watson,565,0.7,0,86371
Carleton,Independent,Michal,Wieczorek,7,0,0,86371
Carleton,Independent,David,Zhu,21,0,0,86371
Chatham-Kent--Leamington,Conservative,Dave,Epp,41615,57.5,0,72365
Chatham-Kent--Leamington,People's Party - PPC,Trevor,Lee,1061,1.5,0,72365
Chatham-Kent--Leamington,NDP-New Democratic Party,Seamus,McInnis Fleming,2944,4.1,0,72365
Chatham-Kent--Leamington,Liberal,Keith,Pickard,25988,35.9,0,72365
Chatham-Kent--Leamington,Green Party,James,Plunkett,757,1,0,72365
Davenport,Green Party,Lilian,Barrera,779,1.3,0,61161
Davenport,Liberal,Julie,Dzerowicz,35364,57.8,0,61161
Davenport,Conservative,Francis,Lavoie,14189,23.2,0,61161
Davenport,Communist,Dave,McKee,387,0.6,0,61161
Davenport,NDP-New Democratic Party,Sandra,Sousa,10442,17.1,0,61161
Don Valley North,Green Party,Andrew,Armstrong,448,0.9,0,48531
Don Valley North,Liberal,Maggie,Chi,25826,53.2,0,48531
Don Valley North,No Affiliation,Xiaohua,Gong,260,0.5,0,48531
Don Valley North,People's Party - PPC,Ivan,Milivojevic,260,0.5,0,48531
Don Valley North,NDP-New Democratic Party,Naila,Saeed,1191,2.5,0,48531
Don Valley North,Conservative,Joe,Tay,20546,42.3,0,48531
Don Valley West,Independent,Bahira,Abdulsalam,442,0.8,0,58664
Don Valley West,NDP-New Democratic Party,Linnea,Löfström-Abary,1382,2.4,0,58664
Don Valley West,Liberal,Rob,Oliphant,36744,62.6,0,58664
Don Valley West,Conservative,Robert,Pierce,19480,33.2,0,58664
Don Valley West,Green Party,Sheena,Sharp,616,1.1,0,58664
Dufferin--Caledon,Green Party,Ifra,Baig,1417,2,0,71169
Dufferin--Caledon,People's Party - PPC,Dympna,Carolan,1655,2.3,0,71169
Dufferin--Caledon,Liberal,Malalai,Halimi,24151,33.9,0,71169
Dufferin--Caledon,Independent,Jeffrey,Halsall,295,0.4,0,71169
Dufferin--Caledon,NDP-New Democratic Party,Viktor,Karklins,1815,2.6,0,71169
Dufferin--Caledon,Conservative,Kyle,Seeback,41836,58.8,0,71169
Eglinton--Lawrence,Green Party,Wayne,Chechuevskiy,429,0.7,0,60829
Eglinton--Lawrence,Liberal,Vince,Gasparro,29936,49.2,0,60829
Eglinton--Lawrence,People's Party - PPC,Timothy,Gleeson,326,0.5,0,60829
Eglinton--Lawrence,Conservative,Karen,Stintz,29061,47.8,0,60829
Eglinton--Lawrence,NDP-New Democratic Party,Allison,Tanzola,1077,1.8,0,60829
Elgin--St. Thomas--London South,People's Party - PPC,Stephen,Campbell,1256,1.9,0,64798
Elgin--St. Thomas--London South,Liberal,David,Goodwin,27946,43.1,0,64798
Elgin--St. Thomas--London South,Conservative,Andrew,Lawton,32478,50.1,0,64798
Elgin--St. Thomas--London South,NDP-New Democratic Party,Paul,Pighin,3118,4.8,0,64798
Essex,People's Party - PPC,Jason A. E.,Henry,846,1.1,0,80189
Essex,Conservative,Chris,Lewis,45868,57.2,0,80189
Essex,Liberal,Chris,Sutton,29394,36.7,0,80189
Essex,NDP-New Democratic Party,Lori,Wightman,4081,5.1,0,80189
Etobicoke Centre,Liberal,Yvan,Baker,36676,53.9,0,68029
Etobicoke Centre,NDP-New Democratic Party,Ji Won,Jung,1610,2.4,0,68029
Etobicoke Centre,Conservative,Ted,Opitz,29743,43.7,0,68029
Etobicoke--Lakeshore,People's Party - PPC,Thomas,Fanjoy,615,0.9,0,65189
Etobicoke--Lakeshore,Liberal,James,Maloney,37488,57.5,0,65189
Etobicoke--Lakeshore,Marxist-Leninist,Janice,Murray,197,0.3,0,65189
Etobicoke--Lakeshore,Conservative,Bernard,Trottier,25232,38.7,0,65189
Etobicoke--Lakeshore,NDP-New Democratic Party,Cory,Wagar,1657,2.5,0,65189
Etobicoke North,NDP-New Democratic Party,Benjamin,Abis,1354,3.2,0,42360
Etobicoke North,Green Party,Sarun,Balaranjan,397,0.9,0,42360
Etobicoke North,People's Party - PPC,Andy,D'Andrea,846,2,0,42360
Etobicoke North,Independent,Neil,Simon,132,0.3,0,42360
Etobicoke North,Conservative,Natalie,Weed,17351,41,0,42360
Etobicoke North,Liberal,John,Zerucelli,22280,52.6,0,42360
Flamborough--Glanbrook--Brant North,People's Party - PPC,Nikita,Mahood,505,0.8,0,66788
Flamborough--Glanbrook--Brant North,Conservative,Dan,Muys,35245,52.8,0,66788
Flamborough--Glanbrook--Brant North,Green Party,Anita,Payne,594,0.9,0,66788
Flamborough--Glanbrook--Brant North,Liberal,Chuck,Phillips,28814,43.1,0,66788
Flamborough--Glanbrook--Brant North,NDP-New Democratic Party,Peter,Werhun,1630,2.4,0,66788
Guelph,Marxist-Leninist,Elaine,Baetz,132,0.2,0,66586
Guelph,NDP-New Democratic Party,Janice,Folk-Dawson,2129,3.2,0,66586
Guelph,Conservative,Gurvir,Khaira,20470,30.7,0,66586
Guelph,Liberal,Dominique,O'Rourke,36401,54.7,0,66586
Guelph,People's Party - PPC,Jeffrey,Swackhammer,498,0.7,0,66586
Guelph,Independent,Michael,Wassilyn,117,0.2,0,66586
Guelph,CFP,Yurii,Yavorskyi,62,0.1,0,66586
Guelph,Green Party,Anne-Marie,Zajdlik,6777,10.2,0,66586
Haldimand--Norfolk,Christian Heritage Party,Lily,Eggink,532,0.7,0,72640
Haldimand--Norfolk,People's Party - PPC,Henry,Geissler,663,0.9,0,72640
Haldimand--Norfolk,Green Party,Nathan,Hawkins,765,1.1,0,72640
Haldimand--Norfolk,NDP-New Democratic Party,Shannon,Horner-Shepherd,2429,3.3,0,72640
Haldimand--Norfolk,Conservative,Leslyn,Lewis,41700,57.4,0,72640
Haldimand--Norfolk,Liberal,Colin,Walsh,26551,36.6,0,72640
Haliburton--Kawartha Lakes,People's Party - PPC,Michael,Penman,954,1.3,0,75447
Haliburton--Kawartha Lakes,Conservative,Jamie,Schmale,42676,56.6,0,75447
Haliburton--Kawartha Lakes,NDP-New Democratic Party,Alyea,Teel,2624,3.5,0,75447
Haliburton--Kawartha Lakes,Liberal,Nell,Thomas,29193,38.7,0,75447
Hamilton Centre,Parti Rhinocéros Party,Cody,Chenier,191,0.3,0,57002
Hamilton Centre,Green Party,Sandy,Crawley,818,1.4,0,57002
Hamilton Centre,No Affiliation,Carla,Green,215,0.4,0,57002
Hamilton Centre,NDP-New Democratic Party,Matthew,Green,16577,29.1,0,57002
Hamilton Centre,Conservative,Hayden,Lawrence,17066,29.9,0,57002
Hamilton Centre,No Affiliation,Michael,Loomans,90,0.2,0,57002
Hamilton Centre,Liberal,Aslam,Rana,21458,37.6,0,57002
Hamilton Centre,People's Party - PPC,David,Speicher,587,1,0,57002
Hamilton East--Stoney Creek,People's Party - PPC,Jim,Boutsikakis,770,1.1,0,67458
Hamilton East--Stoney Creek,Liberal,Chad,Collins,31372,46.5,0,67458
Hamilton East--Stoney Creek,Conservative,Ned,Kuruc,32865,48.7,0,67458
Hamilton East--Stoney Creek,NDP-New Democratic Party,Nayla,Mithani,2451,3.6,0,67458
Hamilton Mountain,Marxist-Leninist,Rolf,Gerstenberger,193,0.3,0,59923
Hamilton Mountain,Liberal,Lisa,Hepfner,27190,45.4,0,59923
Hamilton Mountain,Conservative,Ken,Hewitt,24887,41.5,0,59923
Hamilton Mountain,NDP-New Democratic Party,Monique,Taylor,7156,11.9,0,59923
Hamilton Mountain,People's Party - PPC,Bing,Wong,497,0.8,0,59923
Hamilton West--Ancaster--Dundas,Conservative,Erika,Alexander,25657,36.9,0,69584
Hamilton West--Ancaster--Dundas,Green Party,Georgia,Beauchemin,829,1.2,0,69584
Hamilton West--Ancaster--Dundas,Liberal,John-Paul,Danko,38980,56,0,69584
Hamilton West--Ancaster--Dundas,Christian Heritage Party,Jim,Enos,163,0.2,0,69584
Hamilton West--Ancaster--Dundas,NDP-New Democratic Party,Roberto,Henriquez,3648,5.2,0,69584
Hamilton West--Ancaster--Dundas,People's Party - PPC,Ava,Sharavi,307,0.4,0,69584
Hastings--Lennox and Addington--Tyendinaga,NDP-New Democratic Party,Ava,Duffy,2351,3.5,0,66283
Hastings--Lennox and Addington--Tyendinaga,Green Party,Michael,Holbrook,803,1.2,0,66283
Hastings--Lennox and Addington--Tyendinaga,Conservative,Shelby,Kramp-Neuman,36007,54.3,0,66283
Hastings--Lennox and Addington--Tyendinaga,Liberal,Tracey,Sweeney Schenk,26745,40.3,0,66283
Hastings--Lennox and Addington--Tyendinaga,People's Party - PPC,Zaid,Yusufani,377,0.6,0,66283
Humber River--Black Creek,People's Party - PPC,Marek,Jasinski,614,1.6,0,38295
Humber River--Black Creek,Communist,Jeanne,McGuire,225,0.6,0,38295
Humber River--Black Creek,Conservative,Bijay,Paudel,13743,35.9,0,38295
Humber River--Black Creek,Liberal,Judy,Sgro,21268,55.5,0,38295
Humber River--Black Creek,NDP-New Democratic Party,Matias,de Dovitiis,2445,6.4,0,38295
Huron--Bruce,NDP-New Democratic Party,Melanie,Burrett,2341,3.4,0,69704
Huron--Bruce,Conservative,Ben,Lobb,37033,53.1,0,69704
Huron--Bruce,Green Party,Gregory J,McLean,927,1.3,0,69704
Huron--Bruce,Independent,Caesar salad,Pella,194,0.3,0,69704
Huron--Bruce,Liberal,James,Rice,28936,41.5,0,69704
Huron--Bruce,Independent,Justin L,Smith,273,0.4,0,69704
Kanata,Conservative,Greg,Kung,26445,35.6,0,74204
Kanata,Green Party,Jennifer,Purdy,870,1.2,0,74204
Kanata,Centrist,Moinuddin,Siddiqui,123,0.2,0,74204
Kanata,NDP-New Democratic Party,Melissa,Simon,1713,2.3,0,74204
Kanata,Liberal,Jenna,Sudds,45053,60.7,0,74204
Kapuskasing--Timmins--Mushkegowuk,Liberal,Steve,Black,18376,39,0,47157
Kapuskasing--Timmins--Mushkegowuk,NDP-New Democratic Party,Nicole,Fortier Levesque,4854,10.3,0,47157
Kapuskasing--Timmins--Mushkegowuk,People's Party - PPC,Serge,Lefebvre,844,1.8,0,47157
Kapuskasing--Timmins--Mushkegowuk,Conservative,Gaétan,Malette,23083,48.9,0,47157
Kenora--Kiiwetinoong,Independent,Kelvin,Boucher-Chicago,137,0.5,0,26853
Kenora--Kiiwetinoong,NDP-New Democratic Party,Tania,Cameron,3684,13.7,0,26853
Kenora--Kiiwetinoong,People's Party - PPC,Bryce,Desjarlais,204,0.8,0,26853
Kenora--Kiiwetinoong,Liberal,Charles,Fox,9447,35.2,0,26853
Kenora--Kiiwetinoong,Green Party,Jon,Hobbs,286,1.1,0,26853
Kenora--Kiiwetinoong,Conservative,Eric,Melillo,13095,48.8,0,26853
Kingston and the Islands,Liberal,Mark,Gerretsen,48544,63.2,0,76776
Kingston and the Islands,Green Party,Fintan,Hartnett,1018,1.3,0,76776
Kingston and the Islands,NDP-New Democratic Party,Daria,Juüdi-Hope,3612,4.7,0,76776
Kingston and the Islands,Conservative,Bryan,Paterson,23602,30.7,0,76776
King--Vaughan,Liberal,Mubarak,Ahmed,23951,35.7,0,67091
King--Vaughan,Green Party,Ann,Raney,580,0.9,0,67091
King--Vaughan,Conservative,Anna,Roberts,41398,61.7,0,67091
King--Vaughan,People's Party - PPC,Vageesh,Sabharwal,405,0.6,0,67091
King--Vaughan,NDP-New Democratic Party,Samantha,Sanchez,757,1.1,0,67091
Kitchener Centre,Liberal,Brian,Adeba,17298,29.3,0,59074
Kitchener Centre,Conservative,Kelly,DeRidder,20217,34.2,0,59074
Kitchener Centre,United Party of Canada (UP),Margaretha,Dyck,98,0.2,0,59074
Kitchener Centre,Green Party,Mike,Morrice,19859,33.6,0,59074
Kitchener Centre,Animal Protection Party,Ellen,Papenburg,111,0.2,0,59074
Kitchener Centre,People's Party - PPC,Wasai,Rahimi,334,0.6,0,59074
Kitchener Centre,NDP-New Democratic Party,Heather,Zaleski,1157,2,0,59074
Kitchener--Conestoga,NDP-New Democratic Party,Maya,Bozorgzad,1821,2.9,0,62097
Kitchener--Conestoga,People's Party - PPC,Kevin,Dupuis,786,1.3,0,62097
Kitchener--Conestoga,Liberal,Tim,Louis,30006,48.3,0,62097
Kitchener--Conestoga,Conservative,Doug,Treleaven,29484,47.5,0,62097
Kitchener South--Hespeler,Liberal,Valerie,Bradford,27945,46.3,0,60421
Kitchener South--Hespeler,NDP-New Democratic Party,Lorne,Bruce,1814,3,0,60421
Kitchener South--Hespeler,United Party of Canada (UP),Kathleen,Dueck,95,0.2,0,60421
Kitchener South--Hespeler,Green Party,Ethan,Russell,1208,2,0,60421
Kitchener South--Hespeler,Conservative,Matt,Strauss,28973,48,0,60421
Kitchener South--Hespeler,People's Party - PPC,Randall,Williams,386,0.6,0,60421
Lanark--Frontenac,Liberal,Michelle,Foxton,30906,45.6,0,67722
Lanark--Frontenac,Green Party,Jesse,Pauley,864,1.3,0,67722
Lanark--Frontenac,NDP-New Democratic Party,Danielle,Rae,1990,2.9,0,67722
Lanark--Frontenac,Conservative,Scott,Reid,33962,50.1,0,67722
Leeds--Grenville--Thousand Islands--Rideau Lakes,Conservative,Michael,Barrett,33437,50,0,66811
Leeds--Grenville--Thousand Islands--Rideau Lakes,Liberal,Lorna Jean,Edmonds,29656,44.4,0,66811
Leeds--Grenville--Thousand Islands--Rideau Lakes,NDP-New Democratic Party,Paul,Lancione,2338,3.5,0,66811
Leeds--Grenville--Thousand Islands--Rideau Lakes,Green Party,Randi,Ramdeen,783,1.2,0,66811
Leeds--Grenville--Thousand Islands--Rideau Lakes,People's Party - PPC,Hailey,Simpson,597,0.9,0,66811
London Centre,People's Party - PPC,David,Annis,518,0.9,0,58962
London Centre,Liberal,Peter,Fragiskatos,33328,56.5,0,58962
London Centre,Conservative,Stephen,Gallant,18449,31.3,0,58962
London Centre,Green Party,Mary Ann,Hodge,865,1.5,0,58962
London Centre,CFP,Bruce,Lamb,100,0.2,0,58962
London Centre,NDP-New Democratic Party,Dirka,Prout,5702,9.7,0,58962
London--Fanshawe,People's Party - PPC,Daniel,Buta,776,1.3,0,58473
London--Fanshawe,Conservative,Kurt,Holman,23765,40.6,0,58473
London--Fanshawe,NDP-New Democratic Party,Lindsay,Mathyssen,16112,27.6,0,58473
London--Fanshawe,Liberal,Najam,Naqvi,17820,30.5,0,58473
London West,NDP-New Democratic Party,Shinade,Allder,3370,5.4,0,61957
London West,CFP,Russell,Benner,183,0.3,0,61957
London West,Conservative,Adam,Benni,22920,37,0,61957
London West,Liberal,Arielle,Kayabaga,34884,56.3,0,61957
London West,United Party of Canada (UP),Christine,Oliver,182,0.3,0,61957
London West,Green Party,Jeff,Vanderzwet,418,0.7,0,61957
Markham--Stouffville,Centrist,Shahzad,Ahmed,141,0.2,0,61746
Markham--Stouffville,NDP-New Democratic Party,Serena,Cheung,1121,1.8,0,61746
Markham--Stouffville,Liberal,Helena,Jaczek,31760,51.4,0,61746
Markham--Stouffville,Conservative,Niran,Jeyanesan,27898,45.2,0,61746
Markham--Stouffville,Green Party,Myles,O'Brien,433,0.7,0,61746
Markham--Stouffville,People's Party - PPC,René,de Vries,393,0.6,0,61746
Markham--Thornhill,Liberal,Tim,Hodgson,27504,54.5,0,50429
Markham--Thornhill,People's Party - PPC,Mimi,Lee,747,1.5,0,50429
Markham--Thornhill,Conservative,Lionel,Loganathan,21003,41.6,0,50429
Markham--Thornhill,NDP-New Democratic Party,Aftab,Qureshi,1022,2,0,50429
Markham--Thornhill,Centrist,Haider,Qureshi,153,0.3,0,50429
Markham--Unionville,Green Party,Elvin,Kao,506,0.9,0,53417
Markham--Unionville,Conservative,Michael,Ma,27055,50.6,0,53417
Markham--Unionville,NDP-New Democratic Party,Sameer,Qureshi,723,1.4,0,53417
Markham--Unionville,Liberal,Peter,Yuen,25133,47.1,0,53417
Middlesex--London,United Party of Canada (UP),Shawn,Cartlidge,191,0.3,0,69920
Middlesex--London,Green Party,Jim,Johnston,758,1.1,0,69920
Middlesex--London,Liberal,Kent,Keenan,29312,41.9,0,69920
Middlesex--London,NDP-New Democratic Party,Taylor,McIntosh,2983,4.3,0,69920
Middlesex--London,Conservative,Lianne,Rood,36106,51.6,0,69920
Middlesex--London,People's Party - PPC,Cynthia,Workman,570,0.8,0,69920
